message,cleaned_message,language,translated_message,sentiment
"Hi,

My TATA Harrier's infotainment system is unable to read the folder structure of my USB. The error message is ""no menu item found."" I have a 64GB USB that I use to play MP3 songs.

Can someone help me with this issue? 

Thanks in advance.",hi my tata harriers infotainment system is unable to read the folder structure of my usb the error message is no menu item found i have a gb usb that i use to play mp songs can someone help me with this issue thanks in advance,en,"Hi,

My TATA Harrier's infotainment system is unable to read the folder structure of my USB. The error message is ""no menu item found."" I have a 64GB USB that I use to play MP3 songs.

Can someone help me with this issue? 

Thanks in advance.",Negative
What is the battery specification for 2022 harrier 74 AH or 80 AH ?,what is the battery specification for harrier ah or ah ,en,What is the battery specification for 2022 harrier 74 AH or 80 AH ?,Neutral
Whether it can be updated to Safari Jul 2021?  What’s your car MFG year?,whether it can be updated to safari jul whats your car mfg year,en,Whether it can be updated to Safari Jul 2021?  What’s your car MFG year?,Neutral
Harrier 2022,harrier ,de,Harrier 2022,Neutral
I’m facing the same issue with my Harrier 22. Couldn’t find any solutions.,im facing the same issue with my harrier couldnt find any solutions,en,I’m facing the same issue with my Harrier 22. Couldn’t find any solutions.,Neutral
"I am facing an issue with the AC of my harrier, it works fine at times but during long drives in between the chillness of AC gets too low and the cabin starts heating. Has anybody faced such a thing. After car is stopped for sometime and started then again it comes back with a good chill and sometimes it might go down too",i am facing an issue with the ac of my harrier it works fine at times but during long drives in between the chillness of ac gets too low and the cabin starts heating has anybody faced such a thing after car is stopped for sometime and started then again it comes back with a good chill and sometimes it might go down too,en,"I am facing an issue with the AC of my harrier, it works fine at times but during long drives in between the chillness of AC gets too low and the cabin starts heating. Has anybody faced such a thing. After car is stopped for sometime and started then again it comes back with a good chill and sometimes it might go down too",Positive
Does anyone have any idea about how to get driveNext widget in facelift tata safari adventure plus. Its not there in my car,does anyone have any idea about how to get drivenext widget in facelift tata safari adventure plus its not there in my car,en,Does anyone have any idea about how to get driveNext widget in facelift tata safari adventure plus. Its not there in my car,Neutral
"[Karthikeyan](tg://user?id=1854832976) , welcome back,
I've simple queries, recently identified by others in my car harrier rdk xza+

1. Front speakers have less sound than rear -> right now just balaced from setting. Is there any other easy fix or I need to visit sc ?

2. How many horn speakers are there? I guess only one side of horn is working so.",karthikeyantguserid welcome back ive simple queries recently identified by others in my car harrier rdk xza front speakers have less sound than rear right now just balaced from setting is there any other easy fix or i need to visit sc how many horn speakers are there i guess only one side of horn is working so,en,"[Karthikeyan](tg://user?id=1854832976) , welcome back,
I've simple queries, recently identified by others in my car harrier rdk xza+

1. Front speakers have less sound than rear -> right now just balaced from setting. Is there any other easy fix or I need to visit sc ?

2. How many horn speakers are there? I guess only one side of horn is working so.",Positive
"My tata harrier clutch got struck suddenly,  any one had  faced same issue?",my tata harrier clutch got struck suddenly any one had faced same issue,en,"My tata harrier clutch got struck suddenly,  any one had  faced same issue?",Neutral
"What should be the right selling price for Aug 2022 XTA+ Automatic Safari 32K Driven Daytone Grey color, 11 month insurance available, single owner registered in Greater Noida?  My Purchase price was 24",what should be the right selling price for aug xta automatic safari k driven daytone grey color month insurance available single owner registered in greater noida my purchase price was ,en,"What should be the right selling price for Aug 2022 XTA+ Automatic Safari 32K Driven Daytone Grey color, 11 month insurance available, single owner registered in Greater Noida?  My Purchase price was 24",Positive
"Am having 2021 Safari adventure persona. It used to be as I said. Almost all my cars. 
After you open the door. Auto lock won’t work.",am having safari adventure persona it used to be as i said almost all my cars after you open the door auto lock wont work,en,"Am having 2021 Safari adventure persona. It used to be as I said. Almost all my cars. 
After you open the door. Auto lock won’t work.",Neutral
"Does harrier gets automatically locked if I take the keys away?

Today I thought I had locked my car, but it wasn’t and it was open even after 3-4hrs
luckily it’s a private parking and hence nothing happened 

I was always under impression that it gets automatically locked when you take keys away",does harrier gets automatically locked if i take the keys away today i thought i had locked my car but it wasnt and it was open even after hrs luckily its a private parking and hence nothing happened i was always under impression that it gets automatically locked when you take keys away,en,"Does harrier gets automatically locked if I take the keys away?

Today I thought I had locked my car, but it wasn’t and it was open even after 3-4hrs
luckily it’s a private parking and hence nothing happened 

I was always under impression that it gets automatically locked when you take keys away",Neutral
